living_situation,total,population,start_date,end_date,question,category,household_type,count
"Staying or living in a friend''s room, apartment or house",14,youth,2020-01-01,2020-01-31,Q27d,NA,without_children,9
"Staying or living in a friend''s room, apartment or house",14,youth,2020-01-01,2020-01-31,Q27d,NA,with_children_and_adults,3
"Staying or living in a friend''s room, apartment or house",14,youth,2020-01-01,2020-01-31,Q27d,NA,with_only_children,2
"Staying or living in a friend''s room, apartment or house",14,youth,2020-01-01,2020-01-31,Q27d,NA,unknown_household_type,0
"Staying or living in a family member''s room, apartment or house",24,youth,2020-01-01,2020-01-31,Q27d,NA,without_children,16
"Staying or living in a family member''s room, apartment or house",24,youth,2020-01-01,2020-01-31,Q27d,NA,with_children_and_adults,7
"Staying or living in a family member''s room, apartment or house",24,youth,2020-01-01,2020-01-31,Q27d,NA,with_only_children,1
"Staying or living in a family member''s room, apartment or house",24,youth,2020-01-01,2020-01-31,Q27d,NA,unknown_household_type,0
Client Doesn''t Know/Client Refused,0,youth,2020-01-01,2020-01-31,Q27d,NA,without_children,0
Client Doesn''t Know/Client Refused,0,youth,2020-01-01,2020-01-31,Q27d,NA,with_children_and_adults,0
Client Doesn''t Know/Client Refused,0,youth,2020-01-01,2020-01-31,Q27d,NA,with_only_children,0
Client Doesn''t Know/Client Refused,0,youth,2020-01-01,2020-01-31,Q27d,NA,unknown_household_type,0
Data not collected,3,youth,2020-01-01,2020-01-31,Q27d,NA,without_children,2
Data not collected,3,youth,2020-01-01,2020-01-31,Q27d,NA,with_children_and_adults,0
Data not collected,3,youth,2020-01-01,2020-01-31,Q27d,NA,with_only_children,1
Data not collected,3,youth,2020-01-01,2020-01-31,Q27d,NA,unknown_household_type,0
