time_from_start_to_housing,total,population,start_date,end_date,question,household_type,count
Total (persons moved into housing),19,all_persons,2014-12-01,2014-12-31,Q22c,with_only_children,0
Total (persons moved into housing),19,all_persons,2014-12-01,2014-12-31,Q22c,unknown_household_type,0
Average length of time to housing,14,all_persons,2014-12-01,2014-12-31,Q22c,without_children,5
Average length of time to housing,14,all_persons,2014-12-01,2014-12-31,Q22c,with_children_and_adults,19
Average length of time to housing,14,all_persons,2014-12-01,2014-12-31,Q22c,with_only_children,0
Average length of time to housing,14,all_persons,2014-12-01,2014-12-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2014-12-01,2014-12-31,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2014-12-01,2014-12-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2014-12-01,2014-12-31,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2014-12-01,2014-12-31,Q22c,unknown_household_type,0
7 days or less,4,all_persons,2015-01-01,2015-01-31,Q22c,without_children,2
7 days or less,4,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,2
7 days or less,4,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
7 days or less,4,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2015-01-01,2015-01-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
15 to 21 days,1,all_persons,2015-01-01,2015-01-31,Q22c,without_children,1
15 to 21 days,1,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,0
15 to 21 days,1,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
15 to 21 days,1,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
22 to 30 days,4,all_persons,2015-01-01,2015-01-31,Q22c,without_children,1
22 to 30 days,4,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,3
22 to 30 days,4,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
22 to 30 days,4,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
31 to 60 days,3,all_persons,2015-01-01,2015-01-31,Q22c,without_children,0
31 to 60 days,3,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,3
31 to 60 days,3,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
31 to 60 days,3,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2015-01-01,2015-01-31,Q22c,without_children,0
61 to 180 days,0,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2015-01-01,2015-01-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-01-01,2015-01-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
Total (persons moved into housing),12,all_persons,2015-01-01,2015-01-31,Q22c,without_children,4
Total (persons moved into housing),12,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,8
Total (persons moved into housing),12,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
Total (persons moved into housing),12,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
Average length of time to housing,19,all_persons,2015-01-01,2015-01-31,Q22c,without_children,12
Average length of time to housing,19,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,23
Average length of time to housing,19,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
Average length of time to housing,19,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2015-01-01,2015-01-31,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2015-01-01,2015-01-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2015-01-01,2015-01-31,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2015-01-01,2015-01-31,Q22c,unknown_household_type,0
7 days or less,22,all_persons,2015-02-01,2015-02-28,Q22c,without_children,5
7 days or less,22,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,17
7 days or less,22,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
7 days or less,22,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
8 to 14 days,5,all_persons,2015-02-01,2015-02-28,Q22c,without_children,2
8 to 14 days,5,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,3
8 to 14 days,5,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
8 to 14 days,5,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
15 to 21 days,4,all_persons,2015-02-01,2015-02-28,Q22c,without_children,1
15 to 21 days,4,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,3
15 to 21 days,4,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
15 to 21 days,4,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
22 to 30 days,1,all_persons,2015-02-01,2015-02-28,Q22c,without_children,1
22 to 30 days,1,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,0
22 to 30 days,1,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
22 to 30 days,1,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
31 to 60 days,0,all_persons,2015-02-01,2015-02-28,Q22c,without_children,0
31 to 60 days,0,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,0
31 to 60 days,0,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
31 to 60 days,0,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2015-02-01,2015-02-28,Q22c,without_children,0
61 to 180 days,0,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2015-02-01,2015-02-28,Q22c,without_children,0
181 to 365 days,0,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-02-01,2015-02-28,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
Total (persons moved into housing),32,all_persons,2015-02-01,2015-02-28,Q22c,without_children,9
Total (persons moved into housing),32,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,23
Total (persons moved into housing),32,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
Total (persons moved into housing),32,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
Average length of time to housing,8,all_persons,2015-02-01,2015-02-28,Q22c,without_children,9
Average length of time to housing,8,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,7
Average length of time to housing,8,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
Average length of time to housing,8,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
Persons who were exited without move-in,2,all_persons,2015-02-01,2015-02-28,Q22c,without_children,2
Persons who were exited without move-in,2,all_persons,2015-02-01,2015-02-28,Q22c,with_children_and_adults,0
Persons who were exited without move-in,2,all_persons,2015-02-01,2015-02-28,Q22c,with_only_children,0
Persons who were exited without move-in,2,all_persons,2015-02-01,2015-02-28,Q22c,unknown_household_type,0
7 days or less,11,all_persons,2015-03-01,2015-03-31,Q22c,without_children,5
7 days or less,11,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,6
7 days or less,11,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
7 days or less,11,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2015-03-01,2015-03-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
15 to 21 days,2,all_persons,2015-03-01,2015-03-31,Q22c,without_children,2
15 to 21 days,2,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,0
15 to 21 days,2,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
15 to 21 days,2,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
22 to 30 days,0,all_persons,2015-03-01,2015-03-31,Q22c,without_children,0
22 to 30 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,0
22 to 30 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
22 to 30 days,0,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
31 to 60 days,9,all_persons,2015-03-01,2015-03-31,Q22c,without_children,0
31 to 60 days,9,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,9
31 to 60 days,9,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
31 to 60 days,9,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2015-03-01,2015-03-31,Q22c,without_children,0
61 to 180 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2015-03-01,2015-03-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-03-01,2015-03-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
Total (persons moved into housing),22,all_persons,2015-03-01,2015-03-31,Q22c,without_children,7
Total (persons moved into housing),22,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,15
Total (persons moved into housing),22,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
Total (persons moved into housing),22,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
Average length of time to housing,20,all_persons,2015-03-01,2015-03-31,Q22c,without_children,6
Average length of time to housing,20,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,27
Average length of time to housing,20,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
Average length of time to housing,20,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,4,all_persons,2015-03-01,2015-03-31,Q22c,without_children,1
Persons who were exited without move-in,4,all_persons,2015-03-01,2015-03-31,Q22c,with_children_and_adults,3
Persons who were exited without move-in,4,all_persons,2015-03-01,2015-03-31,Q22c,with_only_children,0
Persons who were exited without move-in,4,all_persons,2015-03-01,2015-03-31,Q22c,unknown_household_type,0
7 days or less,11,all_persons,2015-04-01,2015-04-30,Q22c,without_children,11
7 days or less,11,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
7 days or less,11,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
7 days or less,11,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
8 to 14 days,5,all_persons,2015-04-01,2015-04-30,Q22c,without_children,5
8 to 14 days,5,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
8 to 14 days,5,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
8 to 14 days,5,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
15 to 21 days,1,all_persons,2015-04-01,2015-04-30,Q22c,without_children,1
15 to 21 days,1,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
15 to 21 days,1,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
15 to 21 days,1,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
22 to 30 days,0,all_persons,2015-04-01,2015-04-30,Q22c,without_children,0
22 to 30 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
22 to 30 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
22 to 30 days,0,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
31 to 60 days,0,all_persons,2015-04-01,2015-04-30,Q22c,without_children,0
31 to 60 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
31 to 60 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
31 to 60 days,0,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2015-04-01,2015-04-30,Q22c,without_children,0
61 to 180 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2015-04-01,2015-04-30,Q22c,without_children,0
181 to 365 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-04-01,2015-04-30,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
Total (persons moved into housing),17,all_persons,2015-04-01,2015-04-30,Q22c,without_children,17
Total (persons moved into housing),17,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
Total (persons moved into housing),17,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
Total (persons moved into housing),17,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
Average length of time to housing,5,all_persons,2015-04-01,2015-04-30,Q22c,without_children,5
Average length of time to housing,5,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
Average length of time to housing,5,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
Average length of time to housing,5,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
Persons who were exited without move-in,1,all_persons,2015-04-01,2015-04-30,Q22c,without_children,1
Persons who were exited without move-in,1,all_persons,2015-04-01,2015-04-30,Q22c,with_children_and_adults,0
Persons who were exited without move-in,1,all_persons,2015-04-01,2015-04-30,Q22c,with_only_children,0
Persons who were exited without move-in,1,all_persons,2015-04-01,2015-04-30,Q22c,unknown_household_type,0
7 days or less,7,all_persons,2015-05-01,2015-05-31,Q22c,without_children,5
7 days or less,7,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,2
7 days or less,7,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
7 days or less,7,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2015-05-01,2015-05-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
15 to 21 days,2,all_persons,2015-05-01,2015-05-31,Q22c,without_children,2
15 to 21 days,2,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,0
15 to 21 days,2,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
15 to 21 days,2,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
22 to 30 days,3,all_persons,2015-05-01,2015-05-31,Q22c,without_children,1
22 to 30 days,3,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,2
22 to 30 days,3,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
22 to 30 days,3,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
31 to 60 days,7,all_persons,2015-05-01,2015-05-31,Q22c,without_children,4
31 to 60 days,7,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,3
31 to 60 days,7,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
31 to 60 days,7,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2015-05-01,2015-05-31,Q22c,without_children,0
61 to 180 days,0,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2015-05-01,2015-05-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-05-01,2015-05-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
Total (persons moved into housing),19,all_persons,2015-05-01,2015-05-31,Q22c,without_children,12
Total (persons moved into housing),19,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,7
Total (persons moved into housing),19,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
Total (persons moved into housing),19,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
Average length of time to housing,22,all_persons,2015-05-01,2015-05-31,Q22c,without_children,18
Average length of time to housing,22,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,29
Average length of time to housing,22,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
Average length of time to housing,22,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,1,all_persons,2015-05-01,2015-05-31,Q22c,without_children,1
Persons who were exited without move-in,1,all_persons,2015-05-01,2015-05-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,1,all_persons,2015-05-01,2015-05-31,Q22c,with_only_children,0
Persons who were exited without move-in,1,all_persons,2015-05-01,2015-05-31,Q22c,unknown_household_type,0
7 days or less,0,all_persons,2015-06-01,2015-06-30,Q22c,without_children,0
7 days or less,0,all_persons,2015-06-01,2015-06-30,Q22c,with_children_and_adults,0
7 days or less,0,all_persons,2015-06-01,2015-06-30,Q22c,with_only_children,0
7 days or less,0,all_persons,2015-06-01,2015-06-30,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2015-06-01,2015-06-30,Q22c,without_children,0
8 to 14 days,0,all_persons,2015-06-01,2015-06-30,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2015-06-01,2015-06-30,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2015-06-01,2015-06-30,Q22c,unknown_household_type,0
