count_non_cash_benefits,population,start_date,end_date,question,status,count
1 + Source(s),all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,7
1 + Source(s),all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_exit_for_leavers,57
Client Doesn't Know/Client Refused,all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_entry,43
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,289
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-03-01,2015-03-31,Q20b,benefit_at_exit_for_leavers,8
No Sources,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_entry,239
No Sources,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,4
No Sources,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_exit_for_leavers,80
1 + Source(s),all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_entry,130
1 + Source(s),all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,9
1 + Source(s),all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_exit_for_leavers,45
Client Doesn't Know/Client Refused,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_entry,51
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,262
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-04-01,2015-04-30,Q20b,benefit_at_exit_for_leavers,20
No Sources,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,196
No Sources,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,4
No Sources,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,26
1 + Source(s),all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,119
1 + Source(s),all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,25
Client Doesn't Know/Client Refused,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,37
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,277
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,5
No Sources,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,211
No Sources,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,3
No Sources,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,60
1 + Source(s),all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,135
1 + Source(s),all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,56
Client Doesn't Know/Client Refused,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_entry,35
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,245
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-06-01,2015-06-30,Q20b,benefit_at_exit_for_leavers,2
No Sources,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_entry,216
No Sources,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,3
No Sources,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_exit_for_leavers,51
1 + Source(s),all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_entry,129
1 + Source(s),all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_exit_for_leavers,44
Client Doesn't Know/Client Refused,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_entry,34
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,264
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-07-01,2015-07-31,Q20b,benefit_at_exit_for_leavers,2
No Sources,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_entry,206
No Sources,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,3
No Sources,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_exit_for_leavers,24
1 + Source(s),all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_entry,119
1 + Source(s),all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,16
1 + Source(s),all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_exit_for_leavers,17
Client Doesn't Know/Client Refused,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_entry,33
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,294
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-08-01,2015-08-31,Q20b,benefit_at_exit_for_leavers,4
No Sources,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_entry,226
No Sources,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,3
No Sources,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_exit_for_leavers,40
1 + Source(s),all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_entry,147
1 + Source(s),all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,17
1 + Source(s),all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_exit_for_leavers,40
Client Doesn't Know/Client Refused,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_entry,32
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,298
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-09-01,2015-09-30,Q20b,benefit_at_exit_for_leavers,7
No Sources,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,245
No Sources,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,6
No Sources,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,52
1 + Source(s),all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,149
1 + Source(s),all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,17
1 + Source(s),all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,38
Client Doesn't Know/Client Refused,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_entry,28
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,305
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-10-01,2015-10-31,Q20b,benefit_at_exit_for_leavers,4
No Sources,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,270
No Sources,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,12
No Sources,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,53
1 + Source(s),all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,155
1 + Source(s),all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,37
Client Doesn't Know/Client Refused,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,28
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,331
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,2
No Sources,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_entry,269
No Sources,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,12
No Sources,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_exit_for_leavers,68
1 + Source(s),all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_entry,146
1 + Source(s),all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_exit_for_leavers,43
Client Doesn't Know/Client Refused,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_entry,31
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,300
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-12-01,2015-12-31,Q20b,benefit_at_exit_for_leavers,5
No Sources,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,276
No Sources,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,13
No Sources,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,66
1 + Source(s),all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,142
1 + Source(s),all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,31
Client Doesn't Know/Client Refused,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,30
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,317
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,3
No Sources,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_entry,270
No Sources,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,13
No Sources,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_exit_for_leavers,81
1 + Source(s),all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_entry,135
1 + Source(s),all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,17
1 + Source(s),all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_exit_for_leavers,40
Client Doesn't Know/Client Refused,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_entry,29
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_latest_annual_assessment_for_stayers,278
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-02-01,2016-02-29,Q20b,benefit_at_exit_for_leavers,5
No Sources,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,292
No Sources,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,14
No Sources,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,81
1 + Source(s),all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,130
1 + Source(s),all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,36
Client Doesn't Know/Client Refused,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,28
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,299
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,2
No Sources,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_entry,247
No Sources,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,14
No Sources,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_exit_for_leavers,51
1 + Source(s),all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_entry,125
1 + Source(s),all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,19
1 + Source(s),all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_exit_for_leavers,31
Client Doesn't Know/Client Refused,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_entry,31
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,284
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-04-01,2016-04-30,Q20b,benefit_at_exit_for_leavers,4
No Sources,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_entry,231
No Sources,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
No Sources,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_exit_for_leavers,45
1 + Source(s),all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_entry,121
1 + Source(s),all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,19
1 + Source(s),all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_exit_for_leavers,30
Client Doesn't Know/Client Refused,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_entry,31
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,269
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-05-01,2016-05-31,Q20b,benefit_at_exit_for_leavers,4
No Sources,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_entry,227
No Sources,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,14
No Sources,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_exit_for_leavers,32
1 + Source(s),all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_entry,122
1 + Source(s),all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_exit_for_leavers,35
Client Doesn't Know/Client Refused,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_entry,29
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,274
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-06-01,2016-06-30,Q20b,benefit_at_exit_for_leavers,5
No Sources,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,245
No Sources,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
No Sources,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,32
1 + Source(s),all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,130
1 + Source(s),all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,22
Client Doesn't Know/Client Refused,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,31
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,318
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,1
No Sources,all_persons,2016-08-01,2016-08-31,Q20b,benefit_at_entry,291
No Sources,all_persons,2016-08-01,2016-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
