number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_annual_assessment_stayers,185
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_annual_assessment_stayers,85
Number of Adult Stayers without Required Annual Assessment,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_start,410
Total Adults,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_annual_assessment_stayers,274
Total Adults,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_exit_leavers,136
1 or More Source of Income,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_start,227
1 or More Source of Income,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_annual_assessment_stayers,3
1 or More Source of Income,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_exit_leavers,72
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_annual_assessment_stayers,4
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2014-11-01,2014-11-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,91
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,32
Adults with Only Other Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,111
Adults with Only Other Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,4
Adults with Only Other Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,33
Adults with Both Earned and Other Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,15
Adults with Both Earned and Other Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,8
Adults with No Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,198
Adults with No Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,61
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,3
Adults with Missing Income Information,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,196
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,81
Number of Adult Stayers without Required Annual Assessment,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,419
Total Adults,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,285
Total Adults,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,134
1 or More Source of Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,234
1 or More Source of Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,6
1 or More Source of Income,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,79
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_annual_assessment_stayers,8
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2014-12-01,2014-12-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,92
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,33
Adults with Only Other Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,114
Adults with Only Other Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,7
Adults with Only Other Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,31
Adults with Both Earned and Other Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,16
Adults with Both Earned and Other Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,217
Adults with No Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,74
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,4
Adults with Missing Income Information,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,210
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,81
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,444
Total Adults,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,302
Total Adults,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,142
1 or More Source of Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,236
1 or More Source of Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,9
1 or More Source of Income,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,70
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_annual_assessment_stayers,11
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-01-01,2015-01-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,96
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,32
Adults with Only Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,111
Adults with Only Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,8
Adults with Only Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,35
Adults with Both Earned and Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,17
Adults with Both Earned and Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,2
Adults with No Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,217
Adults with No Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,64
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,5
Adults with Missing Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,219
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,83
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,448
Total Adults,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,314
Total Adults,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,134
1 or More Source of Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,241
1 or More Source of Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,10
1 or More Source of Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,72
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,89
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,27
Adults with Only Other Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,104
Adults with Only Other Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,8
Adults with Only Other Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,24
Adults with Both Earned and Other Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,15
Adults with Both Earned and Other Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,220
Adults with No Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,76
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,10
Adults with Missing Income Information,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,5
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,205
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,83
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,440
Total Adults,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,300
Total Adults,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,140
1 or More Source of Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,229
1 or More Source of Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,10
1 or More Source of Income,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,64
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-03-01,2015-03-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,99
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,29
Adults with Only Other Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,110
Adults with Only Other Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,9
Adults with Only Other Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,34
Adults with Both Earned and Other Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,8
Adults with Both Earned and Other Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,1
Adults with No Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,189
Adults with No Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,74
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,12
Adults with Missing Income Information,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,6
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,179
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,82
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,420
Total Adults,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,275
Total Adults,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,145
1 or More Source of Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,237
1 or More Source of Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,12
1 or More Source of Income,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,69
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-04-01,2015-04-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,87
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,12
Adults with Only Other Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,93
Adults with Only Other Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with Only Other Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,16
Adults with Both Earned and Other Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,10
Adults with Both Earned and Other Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,155
Adults with No Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,24
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,196
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,80
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,352
Total Adults,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,296
Total Adults,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,56
1 or More Source of Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,211
1 or More Source of Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,18
1 or More Source of Income,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,35
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_annual_assessment_stayers,20
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-05-01,2015-05-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,103
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,38
Adults with Only Other Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,90
Adults with Only Other Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with Only Other Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,30
Adults with Both Earned and Other Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,13
Adults with Both Earned and Other Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,168
Adults with No Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,45
