number_of_chronically_homeless_persons_by_income_category,population,start_date,end_date,question,status,count
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,14
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_start,26
Total Chronically Homeless Persons,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,18
Total Chronically Homeless Persons,chronically_homeless,2014-12-01,2014-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,1
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,15
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,13
Chronically Homeless Persons with No Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,19
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_start,29
Total Chronically Homeless Persons,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,23
Total Chronically Homeless Persons,chronically_homeless,2015-01-01,2015-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,1
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,15
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,7
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,15
Chronically Homeless Persons with No Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,13
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_start,32
Total Chronically Homeless Persons,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,18
Total Chronically Homeless Persons,chronically_homeless,2015-02-01,2015-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,14
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,2
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,11
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,14
Chronically Homeless Persons with No Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,17
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_start,27
Total Chronically Homeless Persons,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,22
Total Chronically Homeless Persons,chronically_homeless,2015-03-01,2015-03-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,3
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,12
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,10
Chronically Homeless Persons with No Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_start,25
Total Chronically Homeless Persons,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,14
Total Chronically Homeless Persons,chronically_homeless,2015-04-01,2015-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,11
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,2
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,8
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
Chronically Homeless Persons with Only Other Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,6
Chronically Homeless Persons with No Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with No Income,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,10
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2015-05-01,2015-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
