non_cash_benefits,population,start_date,end_date,question,status,count
TANF Child Care Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_start,0
Other Source,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-01-01,2015-01-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-02-01,2015-02-28,Q25h,benefit_at_start,3
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-02-01,2015-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-02-01,2015-02-28,Q25h,benefit_at_exit_for_leavers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-02-01,2015-02-28,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-02-01,2015-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-02-01,2015-02-28,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_start,0
Other Source,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-02-01,2015-02-28,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-03-01,2015-03-31,Q25h,benefit_at_start,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-03-01,2015-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-03-01,2015-03-31,Q25h,benefit_at_exit_for_leavers,3
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-03-01,2015-03-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-03-01,2015-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-03-01,2015-03-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_start,1
Other Source,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-03-01,2015-03-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-04-01,2015-04-30,Q25h,benefit_at_start,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-04-01,2015-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-04-01,2015-04-30,Q25h,benefit_at_exit_for_leavers,3
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-04-01,2015-04-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-04-01,2015-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-04-01,2015-04-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_start,1
Other Source,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-04-01,2015-04-30,Q25h,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-05-01,2015-05-31,Q25h,benefit_at_start,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-05-01,2015-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-05-01,2015-05-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-05-01,2015-05-31,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-05-01,2015-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-05-01,2015-05-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_start,0
Other Source,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-05-01,2015-05-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-06-01,2015-06-30,Q25h,benefit_at_start,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-06-01,2015-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-06-01,2015-06-30,Q25h,benefit_at_exit_for_leavers,3
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-06-01,2015-06-30,Q25h,benefit_at_start,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-06-01,2015-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-06-01,2015-06-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_start,0
Other Source,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-06-01,2015-06-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-07-01,2015-07-31,Q25h,benefit_at_start,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-07-01,2015-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-07-01,2015-07-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-07-01,2015-07-31,Q25h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-07-01,2015-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-07-01,2015-07-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_start,0
Other Source,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-07-01,2015-07-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-08-01,2015-08-31,Q25h,benefit_at_start,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-08-01,2015-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-08-01,2015-08-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-08-01,2015-08-31,Q25h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-08-01,2015-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-08-01,2015-08-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_start,0
Other Source,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-08-01,2015-08-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-09-01,2015-09-30,Q25h,benefit_at_start,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-09-01,2015-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-09-01,2015-09-30,Q25h,benefit_at_exit_for_leavers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-09-01,2015-09-30,Q25h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-09-01,2015-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-09-01,2015-09-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_start,0
Other Source,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-09-01,2015-09-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-10-01,2015-10-31,Q25h,benefit_at_start,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-10-01,2015-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-10-01,2015-10-31,Q25h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-10-01,2015-10-31,Q25h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-10-01,2015-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-10-01,2015-10-31,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_start,0
Other Source,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-10-01,2015-10-31,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-11-01,2015-11-30,Q25h,benefit_at_start,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-11-01,2015-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-11-01,2015-11-30,Q25h,benefit_at_exit_for_leavers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-11-01,2015-11-30,Q25h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-11-01,2015-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-11-01,2015-11-30,Q25h,benefit_at_exit_for_leavers,0
TANF Child Care Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_start,0
TANF Child Care Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_exit_for_leavers,0
TANF Transportation Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_start,0
TANF Transportation Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_start,0
Other TANF-Funded Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_exit_for_leavers,0
Other Source,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_start,0
Other Source,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Other Source,veterans,2015-11-01,2015-11-30,Q25h,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-12-01,2015-12-31,Q25h,benefit_at_start,5
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-12-01,2015-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),veterans,2015-12-01,2015-12-31,Q25h,benefit_at_exit_for_leavers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-12-01,2015-12-31,Q25h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-12-01,2015-12-31,Q25h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",veterans,2015-12-01,2015-12-31,Q25h,benefit_at_exit_for_leavers,1
TANF Child Care Services,veterans,2015-12-01,2015-12-31,Q25h,benefit_at_start,1
