pit_month,total,population,start_date,end_date,question,household_type,count
October,0,all_persons,2015-03-01,2015-03-31,Q7b,with_only_children,0
October,0,all_persons,2015-03-01,2015-03-31,Q7b,unknown_household_type,0
January,0,all_persons,2015-04-01,2015-04-30,Q7b,without_children,0
January,0,all_persons,2015-04-01,2015-04-30,Q7b,with_children_and_adults,0
January,0,all_persons,2015-04-01,2015-04-30,Q7b,with_only_children,0
January,0,all_persons,2015-04-01,2015-04-30,Q7b,unknown_household_type,0
April,342,all_persons,2015-04-01,2015-04-30,Q7b,without_children,224
April,342,all_persons,2015-04-01,2015-04-30,Q7b,with_children_and_adults,114
April,342,all_persons,2015-04-01,2015-04-30,Q7b,with_only_children,2
April,342,all_persons,2015-04-01,2015-04-30,Q7b,unknown_household_type,2
July,0,all_persons,2015-04-01,2015-04-30,Q7b,without_children,0
July,0,all_persons,2015-04-01,2015-04-30,Q7b,with_children_and_adults,0
July,0,all_persons,2015-04-01,2015-04-30,Q7b,with_only_children,0
July,0,all_persons,2015-04-01,2015-04-30,Q7b,unknown_household_type,0
October,0,all_persons,2015-04-01,2015-04-30,Q7b,without_children,0
October,0,all_persons,2015-04-01,2015-04-30,Q7b,with_children_and_adults,0
October,0,all_persons,2015-04-01,2015-04-30,Q7b,with_only_children,0
October,0,all_persons,2015-04-01,2015-04-30,Q7b,unknown_household_type,0
January,0,all_persons,2015-05-01,2015-05-31,Q7b,without_children,0
January,0,all_persons,2015-05-01,2015-05-31,Q7b,with_children_and_adults,0
January,0,all_persons,2015-05-01,2015-05-31,Q7b,with_only_children,0
January,0,all_persons,2015-05-01,2015-05-31,Q7b,unknown_household_type,0
April,0,all_persons,2015-05-01,2015-05-31,Q7b,without_children,0
April,0,all_persons,2015-05-01,2015-05-31,Q7b,with_children_and_adults,0
April,0,all_persons,2015-05-01,2015-05-31,Q7b,with_only_children,0
April,0,all_persons,2015-05-01,2015-05-31,Q7b,unknown_household_type,0
July,0,all_persons,2015-05-01,2015-05-31,Q7b,without_children,0
July,0,all_persons,2015-05-01,2015-05-31,Q7b,with_children_and_adults,0
July,0,all_persons,2015-05-01,2015-05-31,Q7b,with_only_children,0
July,0,all_persons,2015-05-01,2015-05-31,Q7b,unknown_household_type,0
October,0,all_persons,2015-05-01,2015-05-31,Q7b,without_children,0
October,0,all_persons,2015-05-01,2015-05-31,Q7b,with_children_and_adults,0
October,0,all_persons,2015-05-01,2015-05-31,Q7b,with_only_children,0
October,0,all_persons,2015-05-01,2015-05-31,Q7b,unknown_household_type,0
January,0,all_persons,2015-06-01,2015-06-30,Q7b,without_children,0
January,0,all_persons,2015-06-01,2015-06-30,Q7b,with_children_and_adults,0
January,0,all_persons,2015-06-01,2015-06-30,Q7b,with_only_children,0
January,0,all_persons,2015-06-01,2015-06-30,Q7b,unknown_household_type,0
April,0,all_persons,2015-06-01,2015-06-30,Q7b,without_children,0
April,0,all_persons,2015-06-01,2015-06-30,Q7b,with_children_and_adults,0
April,0,all_persons,2015-06-01,2015-06-30,Q7b,with_only_children,0
April,0,all_persons,2015-06-01,2015-06-30,Q7b,unknown_household_type,0
July,0,all_persons,2015-06-01,2015-06-30,Q7b,without_children,0
July,0,all_persons,2015-06-01,2015-06-30,Q7b,with_children_and_adults,0
July,0,all_persons,2015-06-01,2015-06-30,Q7b,with_only_children,0
July,0,all_persons,2015-06-01,2015-06-30,Q7b,unknown_household_type,0
October,0,all_persons,2015-06-01,2015-06-30,Q7b,without_children,0
October,0,all_persons,2015-06-01,2015-06-30,Q7b,with_children_and_adults,0
October,0,all_persons,2015-06-01,2015-06-30,Q7b,with_only_children,0
October,0,all_persons,2015-06-01,2015-06-30,Q7b,unknown_household_type,0
January,0,all_persons,2015-07-01,2015-07-31,Q7b,without_children,0
January,0,all_persons,2015-07-01,2015-07-31,Q7b,with_children_and_adults,0
January,0,all_persons,2015-07-01,2015-07-31,Q7b,with_only_children,0
January,0,all_persons,2015-07-01,2015-07-31,Q7b,unknown_household_type,0
April,0,all_persons,2015-07-01,2015-07-31,Q7b,without_children,0
April,0,all_persons,2015-07-01,2015-07-31,Q7b,with_children_and_adults,0
April,0,all_persons,2015-07-01,2015-07-31,Q7b,with_only_children,0
April,0,all_persons,2015-07-01,2015-07-31,Q7b,unknown_household_type,0
July,413,all_persons,2015-07-01,2015-07-31,Q7b,without_children,212
July,413,all_persons,2015-07-01,2015-07-31,Q7b,with_children_and_adults,197
July,413,all_persons,2015-07-01,2015-07-31,Q7b,with_only_children,2
July,413,all_persons,2015-07-01,2015-07-31,Q7b,unknown_household_type,2
October,0,all_persons,2015-07-01,2015-07-31,Q7b,without_children,0
October,0,all_persons,2015-07-01,2015-07-31,Q7b,with_children_and_adults,0
October,0,all_persons,2015-07-01,2015-07-31,Q7b,with_only_children,0
October,0,all_persons,2015-07-01,2015-07-31,Q7b,unknown_household_type,0
January,0,all_persons,2015-08-01,2015-08-31,Q7b,without_children,0
January,0,all_persons,2015-08-01,2015-08-31,Q7b,with_children_and_adults,0
January,0,all_persons,2015-08-01,2015-08-31,Q7b,with_only_children,0
January,0,all_persons,2015-08-01,2015-08-31,Q7b,unknown_household_type,0
April,0,all_persons,2015-08-01,2015-08-31,Q7b,without_children,0
April,0,all_persons,2015-08-01,2015-08-31,Q7b,with_children_and_adults,0
April,0,all_persons,2015-08-01,2015-08-31,Q7b,with_only_children,0
April,0,all_persons,2015-08-01,2015-08-31,Q7b,unknown_household_type,0
July,0,all_persons,2015-08-01,2015-08-31,Q7b,without_children,0
July,0,all_persons,2015-08-01,2015-08-31,Q7b,with_children_and_adults,0
July,0,all_persons,2015-08-01,2015-08-31,Q7b,with_only_children,0
July,0,all_persons,2015-08-01,2015-08-31,Q7b,unknown_household_type,0
October,0,all_persons,2015-08-01,2015-08-31,Q7b,without_children,0
October,0,all_persons,2015-08-01,2015-08-31,Q7b,with_children_and_adults,0
October,0,all_persons,2015-08-01,2015-08-31,Q7b,with_only_children,0
October,0,all_persons,2015-08-01,2015-08-31,Q7b,unknown_household_type,0
January,0,all_persons,2015-09-01,2015-09-30,Q7b,without_children,0
January,0,all_persons,2015-09-01,2015-09-30,Q7b,with_children_and_adults,0
January,0,all_persons,2015-09-01,2015-09-30,Q7b,with_only_children,0
January,0,all_persons,2015-09-01,2015-09-30,Q7b,unknown_household_type,0
April,0,all_persons,2015-09-01,2015-09-30,Q7b,without_children,0
April,0,all_persons,2015-09-01,2015-09-30,Q7b,with_children_and_adults,0
April,0,all_persons,2015-09-01,2015-09-30,Q7b,with_only_children,0
April,0,all_persons,2015-09-01,2015-09-30,Q7b,unknown_household_type,0
July,0,all_persons,2015-09-01,2015-09-30,Q7b,without_children,0
July,0,all_persons,2015-09-01,2015-09-30,Q7b,with_children_and_adults,0
July,0,all_persons,2015-09-01,2015-09-30,Q7b,with_only_children,0
July,0,all_persons,2015-09-01,2015-09-30,Q7b,unknown_household_type,0
October,0,all_persons,2015-09-01,2015-09-30,Q7b,without_children,0
October,0,all_persons,2015-09-01,2015-09-30,Q7b,with_children_and_adults,0
October,0,all_persons,2015-09-01,2015-09-30,Q7b,with_only_children,0
October,0,all_persons,2015-09-01,2015-09-30,Q7b,unknown_household_type,0
January,0,all_persons,2015-10-01,2015-10-31,Q7b,without_children,0
January,0,all_persons,2015-10-01,2015-10-31,Q7b,with_children_and_adults,0
January,0,all_persons,2015-10-01,2015-10-31,Q7b,with_only_children,0
January,0,all_persons,2015-10-01,2015-10-31,Q7b,unknown_household_type,0
April,0,all_persons,2015-10-01,2015-10-31,Q7b,without_children,0
April,0,all_persons,2015-10-01,2015-10-31,Q7b,with_children_and_adults,0
April,0,all_persons,2015-10-01,2015-10-31,Q7b,with_only_children,0
April,0,all_persons,2015-10-01,2015-10-31,Q7b,unknown_household_type,0
July,0,all_persons,2015-10-01,2015-10-31,Q7b,without_children,0
July,0,all_persons,2015-10-01,2015-10-31,Q7b,with_children_and_adults,0
July,0,all_persons,2015-10-01,2015-10-31,Q7b,with_only_children,0
July,0,all_persons,2015-10-01,2015-10-31,Q7b,unknown_household_type,0
October,450,all_persons,2015-10-01,2015-10-31,Q7b,without_children,207
October,450,all_persons,2015-10-01,2015-10-31,Q7b,with_children_and_adults,239
October,450,all_persons,2015-10-01,2015-10-31,Q7b,with_only_children,2
October,450,all_persons,2015-10-01,2015-10-31,Q7b,unknown_household_type,2
January,0,all_persons,2015-11-01,2015-11-30,Q7b,without_children,0
January,0,all_persons,2015-11-01,2015-11-30,Q7b,with_children_and_adults,0
January,0,all_persons,2015-11-01,2015-11-30,Q7b,with_only_children,0
January,0,all_persons,2015-11-01,2015-11-30,Q7b,unknown_household_type,0
April,0,all_persons,2015-11-01,2015-11-30,Q7b,without_children,0
April,0,all_persons,2015-11-01,2015-11-30,Q7b,with_children_and_adults,0
April,0,all_persons,2015-11-01,2015-11-30,Q7b,with_only_children,0
April,0,all_persons,2015-11-01,2015-11-30,Q7b,unknown_household_type,0
July,0,all_persons,2015-11-01,2015-11-30,Q7b,without_children,0
July,0,all_persons,2015-11-01,2015-11-30,Q7b,with_children_and_adults,0
July,0,all_persons,2015-11-01,2015-11-30,Q7b,with_only_children,0
July,0,all_persons,2015-11-01,2015-11-30,Q7b,unknown_household_type,0
October,0,all_persons,2015-11-01,2015-11-30,Q7b,without_children,0
October,0,all_persons,2015-11-01,2015-11-30,Q7b,with_children_and_adults,0
October,0,all_persons,2015-11-01,2015-11-30,Q7b,with_only_children,0
October,0,all_persons,2015-11-01,2015-11-30,Q7b,unknown_household_type,0
January,0,all_persons,2015-12-01,2015-12-31,Q7b,without_children,0
January,0,all_persons,2015-12-01,2015-12-31,Q7b,with_children_and_adults,0
January,0,all_persons,2015-12-01,2015-12-31,Q7b,with_only_children,0
January,0,all_persons,2015-12-01,2015-12-31,Q7b,unknown_household_type,0
April,0,all_persons,2015-12-01,2015-12-31,Q7b,without_children,0
April,0,all_persons,2015-12-01,2015-12-31,Q7b,with_children_and_adults,0
April,0,all_persons,2015-12-01,2015-12-31,Q7b,with_only_children,0
April,0,all_persons,2015-12-01,2015-12-31,Q7b,unknown_household_type,0
July,0,all_persons,2015-12-01,2015-12-31,Q7b,without_children,0
July,0,all_persons,2015-12-01,2015-12-31,Q7b,with_children_and_adults,0
July,0,all_persons,2015-12-01,2015-12-31,Q7b,with_only_children,0
July,0,all_persons,2015-12-01,2015-12-31,Q7b,unknown_household_type,0
October,0,all_persons,2015-12-01,2015-12-31,Q7b,without_children,0
October,0,all_persons,2015-12-01,2015-12-31,Q7b,with_children_and_adults,0
October,0,all_persons,2015-12-01,2015-12-31,Q7b,with_only_children,0
October,0,all_persons,2015-12-01,2015-12-31,Q7b,unknown_household_type,0
January,458,all_persons,2016-01-01,2016-01-31,Q7b,without_children,253
January,458,all_persons,2016-01-01,2016-01-31,Q7b,with_children_and_adults,201
January,458,all_persons,2016-01-01,2016-01-31,Q7b,with_only_children,2
January,458,all_persons,2016-01-01,2016-01-31,Q7b,unknown_household_type,2
April,0,all_persons,2016-01-01,2016-01-31,Q7b,without_children,0
April,0,all_persons,2016-01-01,2016-01-31,Q7b,with_children_and_adults,0
April,0,all_persons,2016-01-01,2016-01-31,Q7b,with_only_children,0
April,0,all_persons,2016-01-01,2016-01-31,Q7b,unknown_household_type,0
July,0,all_persons,2016-01-01,2016-01-31,Q7b,without_children,0
July,0,all_persons,2016-01-01,2016-01-31,Q7b,with_children_and_adults,0
July,0,all_persons,2016-01-01,2016-01-31,Q7b,with_only_children,0
July,0,all_persons,2016-01-01,2016-01-31,Q7b,unknown_household_type,0
October,0,all_persons,2016-01-01,2016-01-31,Q7b,without_children,0
October,0,all_persons,2016-01-01,2016-01-31,Q7b,with_children_and_adults,0
October,0,all_persons,2016-01-01,2016-01-31,Q7b,with_only_children,0
October,0,all_persons,2016-01-01,2016-01-31,Q7b,unknown_household_type,0
January,0,all_persons,2016-02-01,2016-02-29,Q7b,without_children,0
January,0,all_persons,2016-02-01,2016-02-29,Q7b,with_children_and_adults,0
January,0,all_persons,2016-02-01,2016-02-29,Q7b,with_only_children,0
January,0,all_persons,2016-02-01,2016-02-29,Q7b,unknown_household_type,0
April,0,all_persons,2016-02-01,2016-02-29,Q7b,without_children,0
April,0,all_persons,2016-02-01,2016-02-29,Q7b,with_children_and_adults,0
April,0,all_persons,2016-02-01,2016-02-29,Q7b,with_only_children,0
April,0,all_persons,2016-02-01,2016-02-29,Q7b,unknown_household_type,0
July,0,all_persons,2016-02-01,2016-02-29,Q7b,without_children,0
July,0,all_persons,2016-02-01,2016-02-29,Q7b,with_children_and_adults,0
July,0,all_persons,2016-02-01,2016-02-29,Q7b,with_only_children,0
July,0,all_persons,2016-02-01,2016-02-29,Q7b,unknown_household_type,0
October,0,all_persons,2016-02-01,2016-02-29,Q7b,without_children,0
October,0,all_persons,2016-02-01,2016-02-29,Q7b,with_children_and_adults,0
October,0,all_persons,2016-02-01,2016-02-29,Q7b,with_only_children,0
October,0,all_persons,2016-02-01,2016-02-29,Q7b,unknown_household_type,0
January,0,all_persons,2016-03-01,2016-03-31,Q7b,without_children,0
January,0,all_persons,2016-03-01,2016-03-31,Q7b,with_children_and_adults,0
January,0,all_persons,2016-03-01,2016-03-31,Q7b,with_only_children,0
January,0,all_persons,2016-03-01,2016-03-31,Q7b,unknown_household_type,0
April,0,all_persons,2016-03-01,2016-03-31,Q7b,without_children,0
April,0,all_persons,2016-03-01,2016-03-31,Q7b,with_children_and_adults,0
April,0,all_persons,2016-03-01,2016-03-31,Q7b,with_only_children,0
April,0,all_persons,2016-03-01,2016-03-31,Q7b,unknown_household_type,0
July,0,all_persons,2016-03-01,2016-03-31,Q7b,without_children,0
July,0,all_persons,2016-03-01,2016-03-31,Q7b,with_children_and_adults,0
July,0,all_persons,2016-03-01,2016-03-31,Q7b,with_only_children,0
July,0,all_persons,2016-03-01,2016-03-31,Q7b,unknown_household_type,0
October,0,all_persons,2016-03-01,2016-03-31,Q7b,without_children,0
October,0,all_persons,2016-03-01,2016-03-31,Q7b,with_children_and_adults,0
October,0,all_persons,2016-03-01,2016-03-31,Q7b,with_only_children,0
October,0,all_persons,2016-03-01,2016-03-31,Q7b,unknown_household_type,0
January,0,all_persons,2016-04-01,2016-04-30,Q7b,without_children,0
January,0,all_persons,2016-04-01,2016-04-30,Q7b,with_children_and_adults,0
January,0,all_persons,2016-04-01,2016-04-30,Q7b,with_only_children,0
January,0,all_persons,2016-04-01,2016-04-30,Q7b,unknown_household_type,0
April,406,all_persons,2016-04-01,2016-04-30,Q7b,without_children,231
April,406,all_persons,2016-04-01,2016-04-30,Q7b,with_children_and_adults,169
April,406,all_persons,2016-04-01,2016-04-30,Q7b,with_only_children,4
April,406,all_persons,2016-04-01,2016-04-30,Q7b,unknown_household_type,2
July,0,all_persons,2016-04-01,2016-04-30,Q7b,without_children,0
July,0,all_persons,2016-04-01,2016-04-30,Q7b,with_children_and_adults,0
July,0,all_persons,2016-04-01,2016-04-30,Q7b,with_only_children,0
July,0,all_persons,2016-04-01,2016-04-30,Q7b,unknown_household_type,0
October,0,all_persons,2016-04-01,2016-04-30,Q7b,without_children,0
October,0,all_persons,2016-04-01,2016-04-30,Q7b,with_children_and_adults,0
October,0,all_persons,2016-04-01,2016-04-30,Q7b,with_only_children,0
October,0,all_persons,2016-04-01,2016-04-30,Q7b,unknown_household_type,0
January,0,all_persons,2016-05-01,2016-05-31,Q7b,without_children,0
January,0,all_persons,2016-05-01,2016-05-31,Q7b,with_children_and_adults,0
January,0,all_persons,2016-05-01,2016-05-31,Q7b,with_only_children,0
January,0,all_persons,2016-05-01,2016-05-31,Q7b,unknown_household_type,0
April,0,all_persons,2016-05-01,2016-05-31,Q7b,without_children,0
April,0,all_persons,2016-05-01,2016-05-31,Q7b,with_children_and_adults,0
April,0,all_persons,2016-05-01,2016-05-31,Q7b,with_only_children,0
April,0,all_persons,2016-05-01,2016-05-31,Q7b,unknown_household_type,0
July,0,all_persons,2016-05-01,2016-05-31,Q7b,without_children,0
July,0,all_persons,2016-05-01,2016-05-31,Q7b,with_children_and_adults,0
July,0,all_persons,2016-05-01,2016-05-31,Q7b,with_only_children,0
July,0,all_persons,2016-05-01,2016-05-31,Q7b,unknown_household_type,0
October,0,all_persons,2016-05-01,2016-05-31,Q7b,without_children,0
October,0,all_persons,2016-05-01,2016-05-31,Q7b,with_children_and_adults,0
October,0,all_persons,2016-05-01,2016-05-31,Q7b,with_only_children,0
October,0,all_persons,2016-05-01,2016-05-31,Q7b,unknown_household_type,0
January,0,all_persons,2016-06-01,2016-06-30,Q7b,without_children,0
January,0,all_persons,2016-06-01,2016-06-30,Q7b,with_children_and_adults,0
January,0,all_persons,2016-06-01,2016-06-30,Q7b,with_only_children,0
January,0,all_persons,2016-06-01,2016-06-30,Q7b,unknown_household_type,0
April,0,all_persons,2016-06-01,2016-06-30,Q7b,without_children,0
April,0,all_persons,2016-06-01,2016-06-30,Q7b,with_children_and_adults,0
April,0,all_persons,2016-06-01,2016-06-30,Q7b,with_only_children,0
April,0,all_persons,2016-06-01,2016-06-30,Q7b,unknown_household_type,0
July,0,all_persons,2016-06-01,2016-06-30,Q7b,without_children,0
July,0,all_persons,2016-06-01,2016-06-30,Q7b,with_children_and_adults,0
July,0,all_persons,2016-06-01,2016-06-30,Q7b,with_only_children,0
July,0,all_persons,2016-06-01,2016-06-30,Q7b,unknown_household_type,0
October,0,all_persons,2016-06-01,2016-06-30,Q7b,without_children,0
October,0,all_persons,2016-06-01,2016-06-30,Q7b,with_children_and_adults,0
October,0,all_persons,2016-06-01,2016-06-30,Q7b,with_only_children,0
October,0,all_persons,2016-06-01,2016-06-30,Q7b,unknown_household_type,0
January,0,all_persons,2016-07-01,2016-07-31,Q7b,without_children,0
January,0,all_persons,2016-07-01,2016-07-31,Q7b,with_children_and_adults,0
January,0,all_persons,2016-07-01,2016-07-31,Q7b,with_only_children,0
January,0,all_persons,2016-07-01,2016-07-31,Q7b,unknown_household_type,0
April,0,all_persons,2016-07-01,2016-07-31,Q7b,without_children,0
April,0,all_persons,2016-07-01,2016-07-31,Q7b,with_children_and_adults,0
April,0,all_persons,2016-07-01,2016-07-31,Q7b,with_only_children,0
April,0,all_persons,2016-07-01,2016-07-31,Q7b,unknown_household_type,0
July,442,all_persons,2016-07-01,2016-07-31,Q7b,without_children,232
July,442,all_persons,2016-07-01,2016-07-31,Q7b,with_children_and_adults,202
July,442,all_persons,2016-07-01,2016-07-31,Q7b,with_only_children,5
July,442,all_persons,2016-07-01,2016-07-31,Q7b,unknown_household_type,3
October,0,all_persons,2016-07-01,2016-07-31,Q7b,without_children,0
October,0,all_persons,2016-07-01,2016-07-31,Q7b,with_children_and_adults,0
October,0,all_persons,2016-07-01,2016-07-31,Q7b,with_only_children,0
October,0,all_persons,2016-07-01,2016-07-31,Q7b,unknown_household_type,0
January,0,all_persons,2016-08-01,2016-08-31,Q7b,without_children,0
January,0,all_persons,2016-08-01,2016-08-31,Q7b,with_children_and_adults,0
January,0,all_persons,2016-08-01,2016-08-31,Q7b,with_only_children,0
January,0,all_persons,2016-08-01,2016-08-31,Q7b,unknown_household_type,0
April,0,all_persons,2016-08-01,2016-08-31,Q7b,without_children,0
April,0,all_persons,2016-08-01,2016-08-31,Q7b,with_children_and_adults,0
April,0,all_persons,2016-08-01,2016-08-31,Q7b,with_only_children,0
April,0,all_persons,2016-08-01,2016-08-31,Q7b,unknown_household_type,0
July,0,all_persons,2016-08-01,2016-08-31,Q7b,without_children,0
July,0,all_persons,2016-08-01,2016-08-31,Q7b,with_children_and_adults,0
July,0,all_persons,2016-08-01,2016-08-31,Q7b,with_only_children,0
July,0,all_persons,2016-08-01,2016-08-31,Q7b,unknown_household_type,0
October,0,all_persons,2016-08-01,2016-08-31,Q7b,without_children,0
October,0,all_persons,2016-08-01,2016-08-31,Q7b,with_children_and_adults,0
October,0,all_persons,2016-08-01,2016-08-31,Q7b,with_only_children,0
October,0,all_persons,2016-08-01,2016-08-31,Q7b,unknown_household_type,0
January,0,all_persons,2016-09-01,2016-09-30,Q7b,without_children,0
January,0,all_persons,2016-09-01,2016-09-30,Q7b,with_children_and_adults,0
January,0,all_persons,2016-09-01,2016-09-30,Q7b,with_only_children,0
January,0,all_persons,2016-09-01,2016-09-30,Q7b,unknown_household_type,0
April,0,all_persons,2016-09-01,2016-09-30,Q7b,without_children,0
April,0,all_persons,2016-09-01,2016-09-30,Q7b,with_children_and_adults,0
April,0,all_persons,2016-09-01,2016-09-30,Q7b,with_only_children,0
April,0,all_persons,2016-09-01,2016-09-30,Q7b,unknown_household_type,0
July,0,all_persons,2016-09-01,2016-09-30,Q7b,without_children,0
July,0,all_persons,2016-09-01,2016-09-30,Q7b,with_children_and_adults,0
July,0,all_persons,2016-09-01,2016-09-30,Q7b,with_only_children,0
July,0,all_persons,2016-09-01,2016-09-30,Q7b,unknown_household_type,0
October,0,all_persons,2016-09-01,2016-09-30,Q7b,without_children,0
October,0,all_persons,2016-09-01,2016-09-30,Q7b,with_children_and_adults,0
October,0,all_persons,2016-09-01,2016-09-30,Q7b,with_only_children,0
October,0,all_persons,2016-09-01,2016-09-30,Q7b,unknown_household_type,0
January,0,all_persons,2016-10-01,2016-10-31,Q7b,without_children,0
January,0,all_persons,2016-10-01,2016-10-31,Q7b,with_children_and_adults,0
January,0,all_persons,2016-10-01,2016-10-31,Q7b,with_only_children,0
January,0,all_persons,2016-10-01,2016-10-31,Q7b,unknown_household_type,0
April,0,all_persons,2016-10-01,2016-10-31,Q7b,without_children,0
April,0,all_persons,2016-10-01,2016-10-31,Q7b,with_children_and_adults,0
April,0,all_persons,2016-10-01,2016-10-31,Q7b,with_only_children,0
April,0,all_persons,2016-10-01,2016-10-31,Q7b,unknown_household_type,0
July,0,all_persons,2016-10-01,2016-10-31,Q7b,without_children,0
July,0,all_persons,2016-10-01,2016-10-31,Q7b,with_children_and_adults,0
July,0,all_persons,2016-10-01,2016-10-31,Q7b,with_only_children,0
