persons_served,total,population,start_date,end_date,question,household_type,count
Client Doesn't Know/Client Refused,0,all_persons,2015-03-01,2015-03-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-03-01,2015-03-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-03-01,2015-03-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-03-01,2015-03-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-03-01,2015-03-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,102,all_persons,2015-03-01,2015-03-31,Q7a,without_children,44
For PSH and RRH - the total persons served who moved into housing,102,all_persons,2015-03-01,2015-03-31,Q7a,with_children_and_adults,58
For PSH and RRH - the total persons served who moved into housing,102,all_persons,2015-03-01,2015-03-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,102,all_persons,2015-03-01,2015-03-31,Q7a,unknown_household_type,0
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,without_children,338
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,81
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,1
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,without_children,0
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,93
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,2
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,without_children,60
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,48
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,0
Adults,352,all_persons,2015-05-01,2015-05-31,Q7a,without_children,269
Adults,352,all_persons,2015-05-01,2015-05-31,Q7a,with_children_and_adults,82
Adults,352,all_persons,2015-05-01,2015-05-31,Q7a,with_only_children,0
Adults,352,all_persons,2015-05-01,2015-05-31,Q7a,unknown_household_type,1
Children,106,all_persons,2015-05-01,2015-05-31,Q7a,without_children,0
Children,106,all_persons,2015-05-01,2015-05-31,Q7a,with_children_and_adults,104
Children,106,all_persons,2015-05-01,2015-05-31,Q7a,with_only_children,2
Children,106,all_persons,2015-05-01,2015-05-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-05-01,2015-05-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-05-01,2015-05-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-05-01,2015-05-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-05-01,2015-05-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,111,all_persons,2015-05-01,2015-05-31,Q7a,without_children,72
For PSH and RRH - the total persons served who moved into housing,111,all_persons,2015-05-01,2015-05-31,Q7a,with_children_and_adults,39
For PSH and RRH - the total persons served who moved into housing,111,all_persons,2015-05-01,2015-05-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,111,all_persons,2015-05-01,2015-05-31,Q7a,unknown_household_type,0
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,without_children,274
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,106
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
Adults,381,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,1
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,without_children,0
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,151
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,2
Children,153,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,without_children,74
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,with_children_and_adults,47
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2015-06-01,2015-06-30,Q7a,unknown_household_type,0
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,without_children,269
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,109
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,1
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,without_children,0
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,165
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,2
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,without_children,58
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,57
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,0
Adults,358,all_persons,2015-08-01,2015-08-31,Q7a,without_children,252
Adults,358,all_persons,2015-08-01,2015-08-31,Q7a,with_children_and_adults,105
Adults,358,all_persons,2015-08-01,2015-08-31,Q7a,with_only_children,0
Adults,358,all_persons,2015-08-01,2015-08-31,Q7a,unknown_household_type,1
Children,148,all_persons,2015-08-01,2015-08-31,Q7a,without_children,0
Children,148,all_persons,2015-08-01,2015-08-31,Q7a,with_children_and_adults,146
Children,148,all_persons,2015-08-01,2015-08-31,Q7a,with_only_children,2
Children,148,all_persons,2015-08-01,2015-08-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-08-01,2015-08-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-08-01,2015-08-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-08-01,2015-08-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-08-01,2015-08-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-08-01,2015-08-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-08-01,2015-08-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-08-01,2015-08-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-08-01,2015-08-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-08-01,2015-08-31,Q7a,without_children,56
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-08-01,2015-08-31,Q7a,with_children_and_adults,80
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-08-01,2015-08-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-08-01,2015-08-31,Q7a,unknown_household_type,0
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,without_children,255
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,149
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,1
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,without_children,0
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,198
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,4
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,without_children,50
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,86
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,0
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,without_children,267
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,154
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
Adults,422,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,1
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,without_children,0
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,205
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,2
Children,207,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,without_children,57
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,with_children_and_adults,98
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,155,all_persons,2015-10-01,2015-10-31,Q7a,unknown_household_type,0
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,without_children,316
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,136
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,1
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,without_children,0
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,172
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,3
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,without_children,57
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,74
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,0
Adults,446,all_persons,2015-12-01,2015-12-31,Q7a,without_children,315
Adults,446,all_persons,2015-12-01,2015-12-31,Q7a,with_children_and_adults,130
Adults,446,all_persons,2015-12-01,2015-12-31,Q7a,with_only_children,0
Adults,446,all_persons,2015-12-01,2015-12-31,Q7a,unknown_household_type,1
Children,171,all_persons,2015-12-01,2015-12-31,Q7a,without_children,0
Children,171,all_persons,2015-12-01,2015-12-31,Q7a,with_children_and_adults,168
Children,171,all_persons,2015-12-01,2015-12-31,Q7a,with_only_children,3
Children,171,all_persons,2015-12-01,2015-12-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,134,all_persons,2015-12-01,2015-12-31,Q7a,without_children,57
For PSH and RRH - the total persons served who moved into housing,134,all_persons,2015-12-01,2015-12-31,Q7a,with_children_and_adults,77
For PSH and RRH - the total persons served who moved into housing,134,all_persons,2015-12-01,2015-12-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,134,all_persons,2015-12-01,2015-12-31,Q7a,unknown_household_type,0
Adults,448,all_persons,2016-01-01,2016-01-31,Q7a,without_children,328
Adults,448,all_persons,2016-01-01,2016-01-31,Q7a,with_children_and_adults,119
Adults,448,all_persons,2016-01-01,2016-01-31,Q7a,with_only_children,0
Adults,448,all_persons,2016-01-01,2016-01-31,Q7a,unknown_household_type,1
Children,151,all_persons,2016-01-01,2016-01-31,Q7a,without_children,0
Children,151,all_persons,2016-01-01,2016-01-31,Q7a,with_children_and_adults,149
Children,151,all_persons,2016-01-01,2016-01-31,Q7a,with_only_children,2
Children,151,all_persons,2016-01-01,2016-01-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2016-01-01,2016-01-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2016-01-01,2016-01-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2016-01-01,2016-01-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2016-01-01,2016-01-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,113,all_persons,2016-01-01,2016-01-31,Q7a,without_children,60
For PSH and RRH - the total persons served who moved into housing,113,all_persons,2016-01-01,2016-01-31,Q7a,with_children_and_adults,53
For PSH and RRH - the total persons served who moved into housing,113,all_persons,2016-01-01,2016-01-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,113,all_persons,2016-01-01,2016-01-31,Q7a,unknown_household_type,0
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,without_children,334
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,100
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,0
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,1
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,without_children,0
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,136
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,3
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-02-01,2016-02-29,Q7a,without_children,0
