non_cash_benefits,population,start_date,end_date,question,status,count
TANF Transportation Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,7
Other Source,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,5
Other Source,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,3
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_start,153
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,7
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_exit_for_leavers,53
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_start,8
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_start,8
Other Source,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,6
Other Source,all_persons,2015-02-01,2015-02-28,Q20a,benefit_at_exit_for_leavers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_start,145
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,7
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_exit_for_leavers,57
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_start,7
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_start,7
Other Source,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,6
Other Source,all_persons,2015-03-01,2015-03-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_start,129
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_exit_for_leavers,45
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_start,6
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_start,6
Other Source,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,7
Other Source,all_persons,2015-04-01,2015-04-30,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_start,118
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_exit_for_leavers,25
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_start,5
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_start,6
Other Source,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-05-01,2015-05-31,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_start,131
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_exit_for_leavers,54
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_start,13
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_exit_for_leavers,2
Other Source,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_start,4
Other Source,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-06-01,2015-06-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,127
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,44
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,13
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,2
Other TANF-Funded Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,5
Other Source,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_start,117
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,15
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_exit_for_leavers,17
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_start,12
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_start,3
TANF Transportation Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_start,5
Other Source,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-08-01,2015-08-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_start,143
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,16
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_exit_for_leavers,39
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_start,3
TANF Transportation Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_start,5
Other Source,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-09-01,2015-09-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,145
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,16
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,36
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,3
TANF Transportation Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_start,5
Other Source,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-10-01,2015-10-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_start,154
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,17
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_exit_for_leavers,37
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_start,15
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_start,5
Other Source,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Other Source,all_persons,2015-11-01,2015-11-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-12-01,2015-12-31,Q20a,benefit_at_start,142
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-12-01,2015-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,17
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-12-01,2015-12-31,Q20a,benefit_at_exit_for_leavers,43
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-12-01,2015-12-31,Q20a,benefit_at_start,23
