exit_destination,total,population,start_date,end_date,question,category,household_type,count
Substance abuse treatment facility or detox center,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,unknown_household_type,0
Hospital  or other residential non-psychiatric medical facility,3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,without_children,3
Hospital  or other residential non-psychiatric medical facility,3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_children_and_adults,0
Hospital  or other residential non-psychiatric medical facility,3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_only_children,0
Hospital  or other residential non-psychiatric medical facility,3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,unknown_household_type,0
"Jail, prison, or juvenile detention facility",3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,without_children,3
"Jail, prison, or juvenile detention facility",3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_children_and_adults,0
"Jail, prison, or juvenile detention facility",3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_only_children,0
"Jail, prison, or juvenile detention facility",3,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,without_children,0
Long-term care facility or nursing home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2020-08-01,2020-08-31,Q23c,Institutional Settings,unknown_household_type,0
Residential project or halfway house with no homeless criteria,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,0
Residential project or halfway house with no homeless criteria,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,0
Residential project or halfway house with no homeless criteria,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Residential project or halfway house with no homeless criteria,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
Deceased,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,0
Deceased,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,0
Deceased,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Deceased,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
Other,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,0
Other,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,0
Other,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Other,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
Data Not Collected (no exit interview completed),2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,2
Data Not Collected (no exit interview completed),2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,0
Data Not Collected (no exit interview completed),2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Data Not Collected (no exit interview completed),2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
Total persons exiting to positive housing destinations,40,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,19
Total persons exiting to positive housing destinations,40,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,21
Total persons exiting to positive housing destinations,40,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Total persons exiting to positive housing destinations,40,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
Total persons whose destinations excluded them from the calculation,2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,without_children,2
Total persons whose destinations excluded them from the calculation,2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_children_and_adults,0
Total persons whose destinations excluded them from the calculation,2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,with_only_children,0
Total persons whose destinations excluded them from the calculation,2,all_persons,2020-08-01,2020-08-31,Q23c,Other Destinations,unknown_household_type,0
